"","id","lon","lat","population","schools","jobs","healthcare"
"308","89a9012aa73ffff",-51.2346614950448,-30.0625849050176,0,0,0,0
"309","89a90129eafffff",-51.1604392534629,-30.0328477931259,379,0,48,0
"310","89a90128e8fffff",-51.2186630153438,-30.0431511378807,960,1,437,1
"311","89a90129e77ffff",-51.1511741320959,-30.0294700458712,846,1,115,0
"312","89a90128267ffff",-51.173464294438,-30.0539396419715,0,0,1,0
"313","89a9012aa03ffff",-51.2378613631607,-30.0664732199446,0,0,0,0
"314","89a90129a6bffff",-51.1442141330207,-30.0078549866136,646,0,544,0
"315","89a9012810bffff",-51.2131604983761,-30.0574910924569,422,0,185,1
"316","89a9012a1abffff",-51.2454954279644,-30.1046281066361,1644,0,51,1
"317","89a90129ad3ffff",-51.1448850337358,-30.0244549541501,565,0,119,0
"318","89a90129d1bffff",-51.1908731162719,-30.0330327739962,901,0,137,0
"319","89a90128517ffff",-51.220121094874,-30.0790797271446,310,0,75,1
"320","89a9012851bffff",-51.2140574656267,-30.0795996241754,636,0,6,0
"321","89a9012aa5bffff",-51.2257354378747,-30.0675098526512,325,0,14,0
"322","89a9012aac3ffff",-51.2320228790436,-30.0725165167126,595,0,267,0
"323","89a901286afffff",-51.1836249094843,-30.0794200490402,78,0,1,0
"324","89a90129a67ffff",-51.1502792931469,-30.007342825252,1381,0,190,0
"325","89a9012b10fffff",-51.1752555268514,-30.0981572451662,214,0,0,0
"326","89a9012b143ffff",-51.1662136027974,-30.1003123024193,34,0,0,0
"327","89a90129897ffff",-51.1786330009244,-30.0313037129287,196,0,1374,0
"328","89a90128607ffff",-51.1775600861082,-30.0799382646681,149,0,0,0
"329","89a90129e07ffff",-51.1543742234807,-30.0333649363693,596,0,151,0
"330","89a90128193ffff",-51.2196722105367,-30.0680254941969,133,0,0,0
"331","89a90129d8bffff",-51.1940732493631,-30.0369266923201,1386,0,247,0
"332","89a90129a4fffff",-51.1413494321481,-30.0122620905946,1145,0,69,0
"333","89a9012ae67ffff",-51.2383103152574,-30.0775273862582,492,0,4,0
"334","89a90128373ffff",-51.1914331955067,-30.0468620536447,2316,0,108,0
"335","89a90128177ffff",-51.2160239607553,-30.0530869745674,967,1,477,0
"336","89a9012a157ffff",-51.2333694752619,-30.1056654540959,760,1,93,0
"337","89a90129a83ffff",-51.1539270249502,-30.0223013542775,1270,1,461,1
"338","89a90128123ffff",-51.2220869366615,-30.0525669912435,665,0,557,0
"339","89a90129163ffff",-51.148868482923,-30.0477067631374,1187,0,50,0
"340","89a90129827ffff",-51.1810493320308,-30.0158323212808,184,0,86,0
"341","89a90129ecbffff",-51.1424674181428,-30.0399256771673,721,2,81,0
"342","89a90e926dbffff",-51.1834652417427,-30.0003563392719,0,0,0,0
"343","89a90128a0fffff",-51.2145661421616,-30.0171401422744,189,0,38,0
"344","89a90129b37ffff",-51.1803773364012,-29.9992325326617,0,0,0,0
"345","89a90128b4fffff",-51.2262429056598,-30.0050367008693,49,0,3,0
"346","89a9012aebbffff",-51.2448217830166,-30.088055984537,0,0,0,0
"347","89a90e9349bffff",-51.1501675419876,-30.004572404538,487,0,343,0
"348","89a9012844bffff",-51.1839609567378,-30.0877130696992,170,0,222,0
"349","89a9012a38bffff",-51.2180424303104,-30.1028220160024,74,0,429,0
"350","89a90128a97ffff",-51.2210776247679,-30.0276835721821,1476,0,3770,1
"351","89a901284b3ffff",-51.2054663750718,-30.092807099667,4,0,0,0
"352","89a901281cbffff",-51.2073213636279,-30.0635378171746,815,0,70,0
"353","89a90129ddbffff",-51.1850330836302,-30.0390830450055,1430,0,194,0
"354","89a901285dbffff",-51.2082180593752,-30.0856418605869,211,1,767,2
"355","89a901295afffff",-51.1620058216027,-30.0715565568279,1188,0,12,0
"356","89a90129a13ffff",-51.1507266601624,-30.0184064457983,534,0,131,0
"357","89a901299d7ffff",-51.1903128881314,-30.0192079749422,1252,0,201,0
"358","89a90129ba3ffff",-51.1806011976784,-30.0047642967267,172,1,197,0
"359","89a90129b57ffff",-51.1653848493654,-30.0046714857064,628,0,51,0
"360","89a901291b3ffff",-51.1614464462092,-30.0577362168209,1028,0,92,0
"361","89a90129967ffff",-51.1927287339445,-30.0037318348107,223,0,1398,0
"362","89a90128e37ffff",-51.2243893449586,-30.034338071984,2424,0,418,0
"363","89a9012ae83ffff",-51.2419589285492,-30.0924607042395,995,0,76,0
"364","89a90129503ffff",-51.1529637528756,-30.0737107060989,457,0,0,0
"365","89a9012aed7ffff",-51.2358958911683,-30.0929770969058,858,0,14,1
"366","89a9012982bffff",-51.1749851170812,-30.0163458995173,562,0,48,0
"367","89a90e924a3ffff",-51.2230435346977,-30.001148057694,16,0,0,0
"368","89a9012803bffff",-51.1982816702321,-30.0656950774359,1030,0,63,0
"369","89a90129a63ffff",-51.1473025504333,-30.0089796398116,430,0,38,1
"370","89a90128e1bffff",-51.212487721404,-30.0409051278674,692,1,330,0
"371","89a90128587ffff",-51.2233209320885,-30.0829683864363,3633,0,98,0
"372","89a90128ea3ffff",-51.2246137951364,-30.0398697228767,2506,2,479,0
"373","89a90129e23ffff",-51.1572389494692,-30.0289575628929,473,0,333,0
"374","89a901280a3ffff",-51.2045695679103,-30.0707030600275,759,0,167,0
"375","89a90129c0fffff",-51.1729044041789,-30.0401148058916,305,0,658,0
"376","89a901299bbffff",-51.1992402781632,-30.0142808888756,634,0,2460,0
"377","89a9012b03bffff",-51.1573950748909,-30.107989433262,0,0,0,0
"378","89a90128443ffff",-51.1870493744704,-30.0888322563091,6,0,169,1
"379","89a90e934c7ffff",-51.1469672544963,-30.0006819047182,1342,0,40,0
"380","89a90128d63ffff",-51.2545881815048,-30.028981192592,16,0,3,0
"381","89a90128337ffff",-51.2035608737322,-30.0458285850845,836,0,147,0
"382","89a9012ae4fffff",-51.22938406681,-30.0824480626533,1492,0,203,0
"383","89a9012b3cbffff",-51.144815696988,-30.0979732206889,146,0,0,0
"384","89a901291d3ffff",-51.1464506004146,-30.063168480334,931,0,22,0
"385","89a9012808bffff",-51.1956416060181,-30.0756259685873,456,0,294,0
"386","89a901286c7ffff",-51.1717190810952,-30.085978887884,17,0,2,0
"387","89a90128ccbffff",-51.2281498576881,-30.0520512409241,1026,0,293,0
"388","89a90129573ffff",-51.1497630671589,-30.0698203209823,326,0,0,0
"389","89a90129ec7ffff",-51.1485329118371,-30.0394090817802,278,0,1,0
"390","89a90129113ffff",-51.1522924541057,-30.0571244451303,530,0,11,0
"391","89a90129d3bffff",-51.1967127731061,-30.0269867530906,720,0,406,0
"392","89a9012a353ffff",-51.208778591949,-30.0994574101115,2,0,0,0
"393","89a90129da3ffff",-51.2030004138236,-30.031999360533,632,0,380,1
"394","89a9012810fffff",-51.2161359648892,-30.0558482887326,890,1,205,0
"395","89a90128263ffff",-51.1704878430578,-30.0555769715923,0,0,86,0
"396","89a90128e8bffff",-51.2156876351494,-30.0447894881616,1113,0,187,0
"397","89a90128537ffff",-51.2259600399668,-30.0730369603505,351,0,38,0
"398","89a9012828bffff",-51.1740240181822,-30.0677599341665,656,1,83,0
"399","89a90128acbffff",-51.2057519091222,-30.0248295995482,1379,0,496,0
"400","89a9012869bffff",-51.1749195252238,-30.0898687257168,68,0,0,0
"401","89a9012987bffff",-51.1659444592864,-30.0185054563924,1850,0,126,0
"402","89a9012a18fffff",-51.2426324556094,-30.1090328317882,1211,0,34,0
"403","89a90128e6fffff",-51.212039216922,-30.0298417762217,1876,0,511,0
"404","89a90129d53ffff",-51.1848092128749,-30.0335513182386,824,0,116,0
"405","89a90e92683ffff",-51.1955925351058,-29.9993236148113,133,0,1388,0
"406","89a9012980bffff",-51.1691447643936,-30.0223954810639,231,0,45,0
"407","89a9012aac7ffff",-51.2349981653022,-30.0708778019695,470,0,0,0
"408","89a9012822fffff",-51.179528852694,-30.0534216178355,403,0,14,0
"409","89a90128173ffff",-51.2130482407966,-30.0547252643416,374,0,346,0
"410","89a901299d3ffff",-51.1873371024098,-30.0208456898501,1020,0,285,0
"411","89a9012aa07ffff",-51.2408363613003,-30.0648298608476,0,0,NA,NA
"412","89a9012a1afffff",-51.2484707987543,-30.1029890920265,502,0,44,0
"413","89a901299b7ffff",-51.2053035878831,-30.0137661950228,888,0,895,0
"414","89a9012994fffff",-51.1838013131171,-30.0086584853363,1067,0,1743,0
"415","89a901286a7ffff",-51.1867133980458,-30.0805437578317,27,0,0,0
"416","89a90129917ffff",-51.1961527371743,-30.0131574559233,1158,0,702,0
"417","89a90129167ffff",-51.1518450506634,-30.0460654081407,1820,0,6,0
"418","89a90129b8fffff",-51.1746494341633,-30.0080482504719,693,0,281,0
"419","89a90129c4bffff",-51.1607751436017,-30.0411454497113,668,0,92,0
"420","89a9012a153ffff",-51.2303941077796,-30.107308639424,617,0,67,0
"421","89a90128e33ffff",-51.2214140080968,-30.0359810649712,1155,1,519,0
"422","89a90128463ffff",-51.1928896107725,-30.0827909576474,2428,0,3,0
"423","89a9012815bffff",-51.2041211584401,-30.0596487534706,727,0,42,0
"424","89a90129b3bffff",-51.1743134788579,-29.9997460780271,0,0,0,0
"425","89a90128e87ffff",-51.2217507661966,-30.0442740333618,985,0,214,0
"426","89a90129d8fffff",-51.1970490692319,-30.0352843156644,797,0,66,0
"427","89a90128603ffff",-51.17458390755,-30.0815801942958,690,0,0,0
"428","89a9012842fffff",-51.2019300024879,-30.0806340676234,688,0,28,0
"429","89a9012ae63ffff",-51.2353348859219,-30.0791661750836,1371,0,4,0
"430","89a9012aa77ffff",-51.2376367657283,-30.0609461293327,0,0,NA,NA
"431","89a90128a43ffff",-51.205527897144,-30.0192978996073,1525,0,678,0
"432","89a90128407ffff",-51.1991780004924,-30.0877991819585,13,0,0,0
"433","89a9012849bffff",-51.1965381006168,-30.0977300589702,0,0,0,0
"434","89a9012862bffff",-51.1773362102259,-30.0744110709018,1362,0,19,1
"435","89a90128377ffff",-51.1944093552456,-30.0452197376831,1333,0,83,0
"436","89a90129b53ffff",-51.1624087671661,-30.0063131532176,554,1,114,0
"437","89a901294a3ffff",-51.1412794172788,-30.0857940347354,57,0,0,0
"438","89a9012ae4bffff",-51.2264086664941,-30.084086649173,1254,0,4,0
"439","89a90129b7bffff",-51.1651611766762,-29.9991351809217,0,0,78,0
"440","89a9012b3cfffff",-51.1477928602128,-30.0963319657963,52,0,0,0
"441","89a901285d7ffff",-51.2142817747089,-30.0851267442243,702,0,52,0
"442","89a9012842bffff",-51.1989538845783,-30.0822765477072,1017,0,11,0
"443","89a9012993bffff",-51.1959286398786,-30.0076257282476,698,0,611,0
"444","89a9012a367ffff",-51.2174818950612,-30.0890110295219,795,0,150,0
"445","89a90129843ffff",-51.1630800861012,-30.0229085120056,165,0,1836,0
"446","89a9012b147ffff",-51.1691904800755,-30.0986705643128,65,0,31,0
"447","89a90129913ffff",-51.1931769129252,-30.0147998159114,798,0,232,0
"448","89a9012856fffff",-51.213608928207,-30.0685453686193,1141,0,69,1
"449","89a901281cfffff",-51.2102971075824,-30.0618951457527,605,0,215,0
"450","89a901285bbffff",-51.2232086828473,-30.0802025787273,1280,0,18,0
"451","89a9012126bffff",-51.2546455585636,-30.1052288627938,355,0,479,0
"452","89a90128ea7ffff",-51.2275891944596,-30.0382266581653,3193,0,442,0
"453","89a9012a38fffff",-51.2210181944616,-30.1011791083827,33,0,0,0
"454","89a90129db7ffff",-51.2060883014211,-30.0331271392954,1168,0,269,0
"455","89a901286c3ffff",-51.1687426250229,-30.0876206848221,160,0,0,0
"456","89a90129cafffff",-51.1820569426483,-30.0407206379784,1045,1,324,0
"457","89a9012835bffff",-51.1825050899665,-30.0517840839243,220,0,130,0
"458","89a90129c27ffff",-51.1818332412238,-30.0351934191075,513,0,488,0
"459","89a90128333ffff",-51.200585163135,-30.0474665946257,774,0,157,0
"460","89a9012980fffff",-51.1721208896292,-30.0207536642509,2073,0,127,0
"461","89a90e934c3ffff",-51.143990655432,-30.0023186455574,667,1,69,0
"462","89a90128ccfffff",-51.2311252366216,-30.0504080982381,0,0,3,0
"463","89a90128447ffff",-51.1900255706531,-30.0871945583936,47,0,32,0
"464","89a90129027ffff",-51.1401612236455,-30.0581531929632,836,0,0,0
"465","89a901291b7ffff",-51.1644231043224,-30.056094579319,243,0,517,1
"466","89a90129e0bffff",-51.1483091225279,-30.0338772879313,1333,0,39,0
"467","89a9012b12bffff",-51.1781202122027,-30.0937539700807,795,0,32,1
"468","89a90128533ffff",-51.2229845390188,-30.0746754711045,1714,0,42,0
"469","89a901288c3ffff",-51.2304521059671,-30.0338177059964,467,1,358,0
"470","89a9012b1cfffff",-51.1694142889812,-30.1041977526862,189,1,15,0
"471","89a901298cbffff",-51.1633040198187,-30.0284402878835,645,0,1370,0
"472","89a9012855bffff",-51.204905706848,-30.0789960329251,1403,0,41,0
"473","89a90128acfffff",-51.2087274987932,-30.0231869577995,1001,0,454,0
"474","89a9012914fffff",-51.1429147217785,-30.0509847588919,273,0,2,0
"475","89a9012953bffff",-51.1558287289021,-30.0693078994511,451,2,52,0
"476","89a90129e27ffff",-51.160215467683,-30.02731601553,0,0,94,0
"477","89a9012a1c7ffff",-51.236569384064,-30.1095492579501,1161,0,36,1
"478","89a9012b073ffff",-51.1513290142047,-30.1085064422356,87,0,0,0
"479","89a90128247ffff",-51.1676232690184,-30.0599846160308,2026,0,9,0
"480","89a90129c0bffff",-51.1699280315373,-30.0417521251249,931,0,252,0
"481","89a9012a027ffff",-51.2274183068606,-30.1089472458333,150,0,792,0
"482","89a9012888bffff",-51.2365144882849,-30.0333015737428,2721,0,208,0
"483","89a9012acd3ffff",-51.2545333925133,-30.1024676065059,249,0,79,0
"484","89a9012a3c3ffff",-51.2119786292185,-30.103337308082,402,0,0,0
"485","89a9012828fffff",-51.1770004421205,-30.0661180145125,965,0,219,0
"486","89a90129c4fffff",-51.163751642274,-30.0395038246607,1105,1,309,0
"487","89a90129b8bffff",-51.1716730810298,-30.0096901268235,1487,0,455,1
"488","89a901286b3ffff",-51.1838488234543,-30.0849472268408,600,0,20,0
"489","89a90128387ffff",-51.2009212038687,-30.0557596084232,539,0,320,0
"490","89a90128c43ffff",-51.2279255031652,-30.0465196069091,616,0,343,0
"491","89a9012b397ffff",-51.1601480513673,-30.1008252050861,20,0,0,0
"492","89a9012a107ffff",-51.2424078039231,-30.1035057865083,885,0,143,0
"493","89a9012a3abffff",-51.2238819147813,-30.0967793573383,569,0,55,0
"494","89a90128323ffff",-51.2004729437968,-30.044700750368,99,1,89,0
"495","89a901283cfffff",-51.1886813646833,-30.0540314965387,1263,0,228,1
"496","89a90e924dbffff",-51.2050793054172,-30.0082344852887,385,0,1299,0
"497","89a9012919bffff",-51.152516191773,-30.0626516998233,123,1,64,0
"498","89a9012823bffff",-51.1766644174949,-30.0578294592545,116,0,3756,0
"499","89a9012862fffff",-51.1803127775441,-30.0727690773351,615,0,0,0
"500","89a901280b7ffff",-51.2076573703905,-30.0718262793961,847,0,116,0
"501","89a90129da7ffff",-51.2059759478805,-30.0303612943391,1693,0,247,0
"502","89a90129c13ffff",-51.1731282708807,-30.0456420369052,319,0,10,0
"503","89a9012994bffff",-51.1808254095079,-30.0102960552128,534,0,147,1
"504","89a90129d2fffff",-51.1995764114293,-30.0225784607471,779,0,1034,0
"505","89a90129a17ffff",-51.1537032960721,-30.0167650434629,2684,0,253,0
"506","89a9012aa17ffff",-51.2409487561166,-30.0675956580333,0,0,0,0
"507","89a9012a363ffff",-51.2145061009803,-30.0906493469078,625,1,54,1
"508","89a9012889bffff",-51.2366267211492,-30.0360673887272,1171,1,135,0
"509","89a9012b337ffff",-51.162677220409,-30.0881382153079,0,0,0,0
"510","89a9012ac5bffff",-51.248133860626,-30.0947007873115,0,0,0,0
"511","89a9012aad7ffff",-51.2351103951726,-30.0736390902258,867,0,0,0
"512","89a9012856bffff",-51.2106333654053,-30.0701881135087,754,1,98,0
"513","89a9012868fffff",-51.1777843128133,-30.0854654528638,12,0,0,0
"514","89a90129db3ffff",-51.2031123627638,-30.0347652082186,794,0,454,0
"515","89a90129c23ffff",-51.1788568389896,-30.0368309408359,956,0,206,0
"516","89a90128c1bffff",-51.23410051704,-30.0487648883495,0,0,0,0
"517","89a9012b04fffff",-51.1452628891082,-30.1090231712757,60,0,0,0
"518","89a9012a20bffff",-51.1938979940245,-30.1076563575956,75,0,0,0
"519","89a90e924cbffff",-51.204967326967,-30.0054641159657,76,0,621,0
"520","89a9012802fffff",-51.2011453786146,-30.0612912858483,602,1,105,0
"521","89a90129cd3ffff",-51.1672873927532,-30.0516915145302,86,0,6,0
"522","89a9012b31bffff",-51.1507699317427,-30.094695155597,129,0,0,0
"523","89a90e934d3ffff",-51.144102232205,-30.0050890730467,846,0,32,0
"524","89a90129037ffff",-51.1402730809676,-30.0609190877214,19,0,0,0
"525","89a9012830fffff",-51.1945214068208,-30.0479855876492,499,0,321,0
"526","89a90129b43ffff",-51.162296680365,-30.003542743584,697,0,26,1
"527","89a90128057ffff",-51.1893535098527,-30.0706130503534,133,1,7,0
"528","89a901291c7ffff",-51.149315563861,-30.0587658086,120,0,32,0
"529","89a9012a3b7ffff",-51.2300573630276,-30.0990202880425,306,1,140,0
"530","89a90129563ffff",-51.1496512659423,-30.0670589508346,409,0,35,0
"531","89a90129e73ffff",-51.1481973997652,-30.0311113889048,695,0,12,0
"532","89a90129837ffff",-51.181161299149,-30.0185981962512,1037,0,41,0
"533","89a9012ae17ffff",-51.241734358515,-30.0869336434546,208,0,74,0
"534","89a90128383ffff",-51.1979454867031,-30.0574020690684,604,1,336,0
"535","89a9012a233ffff",-51.2029386675162,-30.1054948869788,12,0,0,0
"536","89a9012954bffff",-51.1407202450825,-30.071978142066,8,0,0,0
"537","89a9012b17bffff",-51.1690784272276,-30.0959092245213,56,0,0,0
"538","89a90129e17ffff",-51.1544861205596,-30.0361308285964,945,0,42,0
"539","89a9012a06fffff",-51.2151789267465,-30.1072216368051,723,0,3,0
"540","89a9012a1b7ffff",-51.2516705596981,-30.1068725280575,255,0,63,0
"541","89a90128edbffff",-51.2066485397369,-30.0469518350517,834,0,981,0
"542","89a9012a33bffff",-51.2206819417443,-30.0928952338974,814,0,54,0
"543","89a90e924cfffff",-51.2079426870856,-30.0038260015612,36,0,565,0
"544","89a90e93413ffff",-51.1499437489024,-29.999040584212,643,0,149,0
"545","89a9012b3dbffff",-51.1449274024579,-30.1007345822864,420,0,0,0
"546","89a90128c7bffff",-51.2307886460808,-30.0421151640464,118,0,22,0
"547","89a90128327ffff",-51.2034488980138,-30.043062742549,394,1,206,0
"548","89a9012888fffff",-51.2394894939259,-30.0316582403401,17,0,32,0
"549","89a901280b3ffff",-51.2046816106157,-30.0734688896894,417,1,179,0
"550","89a90129c17ffff",-51.1761047064641,-30.0440046459752,0,1,334,0
"551","89a901283cbffff",-51.1857051628094,-30.0556691695208,591,0,77,1
"552","89a9012a13bffff",-51.2422956559671,-30.1007445177276,852,0,89,0
"553","89a90128457ffff",-51.1901375457552,-30.0899558825388,0,0,0,0
"554","89a9012ae73ffff",-51.2354471361291,-30.0819274594701,380,0,8,0
"555","89a90128a7bffff",-51.2083912495747,-30.0148894126327,206,0,397,0
"556","89a90129ebbffff",-51.1575745583466,-30.0372552335718,1432,0,14,0
"557","89a9012aa13ffff",-51.2379733424309,-30.0692345077909,159,0,198,2
"558","89a90128e93ffff",-51.2188871606641,-30.048678280397,912,1,1599,0
"559","89a90128657ffff",-51.1685188954938,-30.0820934810676,678,0,0,0
"560","89a901285cbffff",-51.2081059119284,-30.0828805518104,332,0,79,0
"561","89a9012a103ffff",-51.2394326518887,-30.1051491759182,345,0,392,0
"562","89a90128127ffff",-51.2250624319798,-30.0509239852555,1488,0,541,0
"563","89a9012b137ffff",-51.1842970555368,-30.0960015665785,59,0,0,0
"564","89a90129893ffff",-51.1756569856927,-30.0329411625341,620,0,58,0
"565","89a901282b3ffff",-51.183065082922,-30.0656043384183,652,0,87,0
"566","89a90128853ffff",-51.2272526121008,-30.0299291861255,409,0,7017,1
"567","89a90128183ffff",-51.2195600923477,-30.065264188716,47,0,0,0
"568","89a90129a77ffff",-51.1503910440589,-30.0101087324002,1088,0,834,0
"569","89a90129c73ffff",-51.1698163545335,-30.0389907614568,225,0,109,0
"570","89a901299c3ffff",-51.1872252851293,-30.0180798213548,675,0,808,0
"571","89a901295abffff",-51.1590293031575,-30.0731936245638,880,0,1,0
"572","89a90129ba7ffff",-51.1835772561224,-30.0031222184853,15,0,777,0
"573","89a90128e7bffff",-51.2091759249746,-30.0342503333229,1539,0,418,0
"574","89a9012830bffff",-51.1915451578373,-30.0496233935648,1268,0,105,0
"575","89a90128253ffff",-51.1647587585937,-30.064387683426,738,0,179,0
"576","89a90129ed7ffff",-51.1486446542583,-30.0421749769679,142,0,405,0
"577","89a90129107ffff",-51.1551573098982,-30.0527216431925,281,0,0,0
"578","89a90129d2bffff",-51.1966006877571,-30.0242208963263,578,0,349,0
"579","89a90128527ffff",-51.2258477304161,-30.0702711510348,741,0,776,0
"580","89a90128857ffff",-51.2302276821038,-30.0282905732781,27,0,5487,0
"581","89a9012808fffff",-51.1986175806864,-30.0739835624891,387,1,173,0
"582","89a90129c77ffff",-51.1727926388977,-30.0373489321203,221,0,362,0
"583","89a9012a20fffff",-51.1968743052711,-30.1060139955411,50,0,0,0
"584","89a9012b2afffff",-51.1419503778736,-30.1023712591668,389,0,107,0
"585","89a901284b7ffff",-51.2084423838705,-30.0911689864956,232,0,1,0
"586","89a9012863bffff",-51.177448148877,-30.0771769245418,874,0,0,0
"587","89a90128a93ffff",-51.2181024308139,-30.0293264912131,1331,0,1530,2
"588","89a901299abffff",-51.1991281390849,-30.0115150291756,620,1,690,0
"589","89a90129cbbffff",-51.1791929821172,-30.0451285410179,836,0,818,0
"590","89a90129d47ffff",-51.187673242307,-30.029143286704,898,0,259,0
"591","89a90128583ffff",-51.2203454153857,-30.0846068361553,477,0,14,0
"592","89a9012a26bffff",-51.1905858457881,-30.1010056780287,395,0,0,0
"593","89a9012aad3ffff",-51.2321350390193,-30.0752823194664,443,0,65,0
"594","89a90128e97ffff",-51.221862927687,-30.0470398578422,1667,2,225,0
"595","89a90128cdbffff",-51.2282621968371,-30.0548125434812,830,0,403,0
"596","89a90129ad7ffff",-51.1478619466719,-30.0228136845138,754,1,50,0
"597","89a90129c5bffff",-51.1608869040645,-30.0439113329408,729,0,7,0
"598","89a9012850bffff",-51.2139454784551,-30.0768338058441,329,0,276,0
"599","89a901286b7ffff",-51.1868252810905,-30.0833096002444,183,0,0,0
"600","89a90128053ffff",-51.1863771572777,-30.0722552482611,121,0,0,0
"601","89a90129963ffff",-51.1897528092313,-30.0053741192212,456,0,388,0
"602","89a9012981bffff",-51.1692567335805,-30.0251613642661,18,0,0,0
"603","89a901291c3ffff",-51.1463388927935,-30.0604025919905,350,0,7,0
"604","89a90128adbffff",-51.2058639251532,-30.0275954475874,407,1,1313,0
"605","89a9012aed3ffff",-51.2329206201105,-30.0946203409565,1723,0,25,0
"606","89a90129507ffff",-51.1559403801789,-30.0720692631745,331,0,0,0
"607","89a9012b067ffff",-51.154194410234,-30.1041036915433,0,0,0,0
"608","89a90129cd7ffff",-51.1702640977416,-30.0500497439515,289,0,24,0
"609","89a9012843bffff",-51.199066101335,-30.0850378652294,1023,2,101,0
"610","89a9012b34fffff",-51.1444802824154,-30.0896801041345,33,0,0,0
"611","89a9012b3d3ffff",-51.1480164458235,-30.1018591957117,27,0,0,0
"612","89a9012990bffff",-51.1899768821872,-30.0109058603643,746,0,892,0
"613","89a90128847ffff",-51.2301156371433,-30.0255247485759,0,0,0,0
"614","89a90129c8fffff",-51.1762165721821,-30.0467705137348,257,0,0,0
