"","id","lon","lat","population","schools","jobs","healthcare"
"923","89a90128ab3ffff",-51.2239408496991,-30.0232747541604,52,0,14,0
"924","89a90128497ffff",-51.2026022835717,-30.0972109670735,145,0,1,0
"925","89a9012824fffff",-51.164534984969,-30.0588604527181,0,0,144,0
"926","89a90129e7bffff",-51.1451086094369,-30.0299867624559,648,0,50,0
"927","89a9012826bffff",-51.1673993398412,-30.0544528748129,240,1,180,0
"928","89a90128677ffff",-51.1743598686488,-30.0760529966252,1109,1,0,0
"929","89a9012860bffff",-51.1714951980408,-30.0804562006736,1320,0,0,0
"930","89a9012989bffff",-51.1725688040462,-30.0318171811542,166,0,8,0
"931","89a9012aa57ffff",-51.231798589933,-30.0669894195502,279,0,52,0
"932","89a90128c73ffff",-51.2338761753648,-30.0432377750948,2,0,0,0
"933","89a9012a333ffff",-51.2237696419043,-30.0940180682872,633,1,87,0
"934","89a90129d17ffff",-51.1969369638422,-30.0325184627598,485,0,243,0
"935","89a90e9268bffff",-51.1925045267941,-29.9982000929202,124,0,844,0
"936","89a90128107ffff",-51.2192237582802,-30.056971240087,1550,0,56,0
"937","89a901282d3ffff",-51.1680708672529,-30.0710390590084,794,1,15,0
"938","89a90128c5bffff",-51.2249501867057,-30.0481626778515,306,0,962,0
"939","89a90128033ffff",-51.2013695710181,-30.0668184458902,815,0,1,0
"940","89a90128cc3ffff",-51.2312373424353,-30.0531739113216,0,0,51,0
"941","89a901283c3ffff",-51.1887932598844,-30.0567928360859,663,0,1898,0
"942","89a901299dbffff",-51.1842491661274,-30.019721979521,1009,0,141,0
"943","89a901283a7ffff",-51.2067606000063,-30.0497131605474,537,0,422,0
"944","89a90129147ffff",-51.1460034916617,-30.052109431897,623,0,21,0
"945","89a90128213ffff",-51.1739121867213,-30.0649940732248,571,0,137,0
"946","89a9012867bffff",-51.1682948681428,-30.0765662726015,1417,0,36,0
"947","89a90128017ffff",-51.1985057149374,-30.0712222393363,855,0,13,0
"948","89a901281c7ffff",-51.2133846998482,-30.0630182331135,597,0,207,0
"949","89a90128283ffff",-51.1771123608693,-30.0688838720043,656,0,106,0
"950","89a9012a067ffff",-51.2182670119724,-30.10834459616,362,0,16,1
"951","89a9012a36fffff",-51.2143937723341,-30.0878880464739,711,0,20,0
"952","89a90129ab7ffff",-51.1628561787555,-30.0173767310015,803,0,248,0
"953","89a901286cbffff",-51.1656541171086,-30.086496555019,2,0,0,0
"954","89a90128087ffff",-51.2017057431337,-30.0751069204424,279,0,395,0
"955","89a9012957bffff",-51.1466743528886,-30.0686957405761,388,0,51,0
"956","89a90e93493ffff",-51.153255606984,-30.0057014313997,519,0,189,0
"957","89a9012ac53ffff",-51.2512212739483,-30.0958229755638,139,0,31,0
"958","89a9012b3c3ffff",-51.1479046463782,-30.0990933252824,0,0,0,0
"959","89a9012858bffff",-51.2172573979062,-30.0834839191219,1028,0,8,0
"960","89a9012840fffff",-51.1960897953973,-30.0866757679521,364,0,0,0
"961","89a90e934cfffff",-51.1438787676939,-29.9995527294322,518,0,59,0
"962","89a9012a3d7ffff",-51.2150668820316,-30.1044603435646,0,0,34,0
"963","89a9012a22fffff",-51.2027146210737,-30.0999722746603,51,0,0,0
"964","89a90128e3bffff",-51.2183265088519,-30.0348536466127,0,0,35,0
"965","89a9012ae6fffff",-51.2352226424928,-30.0764048894077,66,0,0,0
"966","89a90128357ffff",-51.1885691434034,-30.0512656439289,1279,0,187,0
"967","89a90129c43ffff",-51.1638634833389,-30.0422697057511,681,0,28,0
"968","89a90166db7ffff",-51.1420202126906,-30.0288620627236,322,0,142,0
"969","89a9012916bffff",-51.1457798177962,-30.0465821563152,1388,0,17,1
"970","89a90128623ffff",-51.1804247968797,-30.0755349288005,928,0,8,0
"971","89a9012996fffff",-51.1896409447434,-30.0026082464889,472,0,856,0
"972","89a90128a77ffff",-51.2144542223187,-30.0143742978311,5,0,1,0
"973","89a90129d87ffff",-51.2001366591655,-30.0364077216292,1459,0,350,0
"974","89a9012801bffff",-51.1924414640405,-30.0717366274348,570,0,64,0
"975","89a9012aa7bffff",-51.2315740036829,-30.0614623177976,529,0,543,0
"976","89a90129e93ffff",-51.154821844223,-30.0444239853352,723,0,27,5
"977","89a901283abffff",-51.2006970650023,-30.0502324380903,1225,1,202,0
"978","89a90128c57ffff",-51.2310131375731,-30.0476422838629,143,0,984,0
"979","89a90129babffff",-51.1775135115133,-30.0036404236819,152,0,257,0
"980","89a901295a7ffff",-51.1650944722626,-30.0726807760002,2289,0,1,0
"981","89a90128693ffff",-51.1780082417969,-30.0909926363648,523,0,5,0
"982","89a90128a07ffff",-51.2176536875251,-30.0182631415177,0,0,0,0
"983","89a9012b357ffff",-51.1476810806022,-30.093570605033,124,0,0,0
"984","89a9012a15bffff",-51.2273062439948,-30.1061859649345,751,0,167,0
"985","89a9012aa93ffff",-51.2412853110164,-30.07588401859,402,0,97,0
"986","89a9012a337ffff",-51.2267450477589,-30.0923750305859,538,0,9,0
"987","89a9012b177ffff",-51.1751436224792,-30.0953913983423,816,0,0,0
"988","89a90128103ffff",-51.2162483097424,-30.0586141133119,823,0,201,0
"989","89a90129ab3ffff",-51.1598800004198,-30.0190183393309,3449,1,153,0
"990","89a901282d7ffff",-51.1710474957688,-30.0694017864153,1996,0,45,0
"991","89a90129d13ffff",-51.1939609003585,-30.0341608376882,1307,0,165,0
"992","89a90e92457ffff",-51.2078306348198,-30.0010556331716,17,0,89,0
"993","89a9012812bffff",-51.2189995725563,-30.0514441053018,2050,0,445,0
"994","89a90128143ffff",-51.2070971639664,-30.0580061532889,615,1,28,0
"995","89a90129adbffff",-51.1417964871442,-30.0233302480048,386,0,7,1
"996","89a901298afffff",-51.1812732729014,-30.0213640699376,410,0,1948,1
"997","89a9012ae1bffff",-51.2356716675827,-30.0874545365816,594,0,39,0
"998","89a90128d6bffff",-51.251501178194,-30.0278545511676,253,1,47,0
"999","89a90128673ffff",-51.1713834207881,-30.0776903427047,1326,1,114,0
"1000","89a90128ed7ffff",-51.2127121664082,-30.0464322834521,1089,1,2670,0
"1001","89a9012819bffff",-51.2165847265107,-30.0669070681483,292,0,42,0
"1002","89a90129d83ffff",-51.1971608571728,-30.0380501677681,1554,0,160,1
"1003","89a90128c77ffff",-51.2368511964911,-30.0415945025807,0,0,0,0
"1004","89a90128287ffff",-51.1800887669861,-30.0672418827855,694,0,49,0
"1005","89a90129cb3ffff",-51.1822810030125,-30.0462523635212,544,0,256,0
"1006","89a90129d67ffff",-51.1935128675449,-30.0230974043876,1242,0,886,0
"1007","89a901286cfffff",-51.1686305986384,-30.0848593399075,271,0,0,0
"1008","89a9012a263ffff",-51.193674111436,-30.1021292177168,105,0,6,0
"1009","89a901281c3ffff",-51.2104089738431,-30.0646609740487,307,1,58,0
"1010","89a90129983ffff",-51.1963765370905,-30.0186891789386,1655,1,833,0
"1011","89a9012b06fffff",-51.1511055520039,-30.1029792238606,146,0,0,0
"1012","89a90128e17ffff",-51.2185509478224,-30.0403853085684,721,1,390,0
"1013","89a90128e5bffff",-51.2033366048485,-30.0402968992271,839,0,370,1
"1014","89a90129e57ffff",-51.1453325354378,-30.0355185652877,615,0,14,0
"1015","89a9012a02fffff",-51.2243304251632,-30.1078245017661,357,1,35,0
"1016","89a9012a063ffff",-51.2152909781891,-30.1099829287588,116,0,0,0
"1017","89a90128217ffff",-51.176888538028,-30.0633566679765,446,0,18,4
"1018","89a9012ae8bffff",-51.238871398685,-30.0913382972242,1095,1,90,0
"1019","89a9012acdbffff",-51.2514460710465,-30.1013500101827,355,0,215,0
"1020","89a9012b35bffff",-51.1416148681185,-30.0940826527003,56,0,6,0
"1021","89a90128ec3ffff",-51.2096244490359,-30.0453091759882,2099,0,361,1
"1022","89a901284cfffff",-51.1902495361581,-30.0927217176178,0,0,0,0
"1023","89a901284bbffff",-51.2023782681258,-30.09168383483,22,0,0,0
"1024","89a90128e73ffff",-51.2122636177862,-30.0353734543607,1548,0,672,0
"1025","89a90129987ffff",-51.199352423926,-30.017046747289,1472,0,1178,0
"1026","89a9012806fffff",-51.1919934240411,-30.0606822766632,2237,0,179,1
"1027","89a90128a03ffff",-51.2146783927854,-30.0199059849009,115,0,174,0
"1028","89a9012a3dbffff",-51.2090029741517,-30.1049800109397,0,0,0,0
"1029","89a90129197ffff",-51.1585817260184,-30.0621391519315,455,1,92,0
"1030","89a9012885bffff",-51.2241652458897,-30.0288064153766,918,0,5411,1
"1031","89a901299a3ffff",-51.2022159862511,-30.012638392192,505,0,856,0
"1032","89a90129d4fffff",-51.1845850445969,-30.0280195867874,890,1,118,0
"1033","89a9012a137ffff",-51.2483584829844,-30.1002278291459,1636,0,178,0
"1034","89a901281a7ffff",-51.2283742289082,-30.0575783575433,1253,0,501,1
"1035","89a9012aedbffff",-51.2298327992548,-30.0934977223282,689,0,172,0
"1036","89a9012b39bffff",-51.1540824429786,-30.1013423401401,49,0,0,0
"1037","89a90128303ffff",-51.1946331320769,-30.050746924564,800,0,144,0
"1038","89a901280d7ffff",-51.1926655240596,-30.0772637951114,625,1,100,0
"1039","89a9012b373ffff",-51.1505462108976,-30.0891679248042,0,0,0,0
"1040","89a9012aeb3ffff",-51.2479092768066,-30.089178252505,0,0,120,0
"1041","89a90128233ffff",-51.1797528050196,-30.0589533374594,318,0,202,0
"1042","89a901290afffff",-51.1403849448338,-30.0636849812005,39,0,12,0
"1043","89a90128a73ffff",-51.211478656414,-30.016012557801,913,1,338,0
"1044","89a9012996bffff",-51.186665002205,-30.0042504614513,397,0,281,0
"1045","89a90128e03ffff",-51.2154633534379,-30.0392623365337,150,0,179,0
"1046","89a90e924afffff",-51.2229314006487,-29.9983822148321,66,0,0,0
"1047","89a90128a9bffff",-51.2150148609301,-30.0282035055751,2885,0,522,2
"1048","89a90129b0bffff",-51.1683611573936,-30.0030297504622,90,0,854,0
"1049","89a9012b303ffff",-51.1537468980207,-30.0930537656553,37,0,0,0
"1050","89a90128d47ffff",-51.2517258200725,-30.0333861554715,0,0,0,0
"1051","89a901280bbffff",-51.2015937902001,-30.0723456007874,369,0,101,0
"1052","89a90129183ffff",-51.1554931519029,-30.0610147768906,244,0,70,1
"1053","89a90129c7bffff",-51.1667280426098,-30.0378621322214,392,0,177,0
"1054","89a901295a3ffff",-51.1621176471951,-30.074317913725,555,0,27,0
"1055","89a90129e97ffff",-51.157798546591,-30.0427870073601,957,0,221,0
"1056","89a901669b7ffff",-51.1412376053184,-30.0094961762028,230,1,175,0
"1057","89a9012a123ffff",-51.2452709642354,-30.0991055749671,958,0,5,0
"1058","89a9012b103ffff",-51.1753674298947,-30.1009185784902,21,0,0,0
"1059","89a90129127ffff",-51.1609986711094,-30.0466772148888,1291,0,0,0
"1060","89a901282bbffff",-51.1799767757491,-30.0644805397054,544,0,95,0
"1061","89a90129bafffff",-51.1804892637266,-30.0019984153359,19,0,148,0
"1062","89a90129c97ffff",-51.1794168864905,-30.0506557560966,91,0,2,0
"1063","89a9012826fffff",-51.1703758088684,-30.0528156147471,420,0,169,1
"1064","89a9012b19bffff",-51.1757035031521,-30.1092025703409,30,0,0,0
"1065","89a90e92453ffff",-51.2048553644835,-30.0026982576268,116,0,358,0
"1066","89a90129857ffff",-51.1661682167977,-30.0240372309452,0,0,0,0
"1067","89a9012865bffff",-51.162453502512,-30.0826110008045,34,0,0,0
"1068","89a9012aea3ffff",-51.2477969951153,-30.0864169831647,0,0,0,0
"1069","89a90128227ffff",-51.1826171351382,-30.0545454299533,1031,0,169,0
"1070","89a90128e4fffff",-51.2062003282121,-30.0358884712198,1357,0,506,1
"1071","89a90129a2bffff",-51.1533677624353,-30.0084673360522,547,0,113,0
"1072","89a9012b07bffff",-51.1482400509517,-30.1073819082935,0,0,0,0
"1073","89a90128557ffff",-51.2109696741195,-30.0784765574508,246,0,97,0
"1074","89a90129e53ffff",-51.1423555259385,-30.0371597755622,461,1,34,0
"1075","89a90128ed3ffff",-51.2097362750445,-30.0480750120128,874,1,1997,1
"1076","89a9012911bffff",-51.1492037821024,-30.0559999210901,1175,1,174,0
"1077","89a90129d5bffff",-51.1817212342803,-30.0324275518421,1001,0,213,0
"1078","89a901281b3ffff",-51.2255111870384,-30.0619827392366,567,0,168,0
"1079","89a901284cbffff",-51.1872731786734,-30.0943594199214,23,0,0,0
"1080","89a90129a43ffff",-51.141460941453,-30.0150280040567,600,0,16,0
"1081","89a9012a11bffff",-51.2364570660075,-30.1067879864658,1209,0,43,0
"1082","89a90e924c7ffff",-51.2110303936127,-30.0049491597725,0,0,5,0
"1083","89a90128ac3ffff",-51.2088395952762,-30.0259528036126,544,0,4761,1
"1084","89a9012a16fffff",-51.2360081860018,-30.0957428870437,144,0,29,0
"1085","89a90129a97ffff",-51.1570153511248,-30.0234257759076,896,0,27,0
"1086","89a9012812fffff",-51.2219747616922,-30.0498011693419,1755,0,352,0
"1087","89a90128e67ffff",-51.2151268046116,-30.0309648313228,2320,0,224,0
"1088","89a90129937ffff",-51.2019918779842,-30.0071066754405,409,0,772,0
"1089","89a9012838bffff",-51.1948572685885,-30.0562786180672,874,0,222,0
"1090","89a901298abffff",-51.1782972813825,-30.0230060930525,1655,0,129,0
"1091","89a9012916fffff",-51.1487564032318,-30.044940870876,834,0,54,0
"1092","89a90128503ffff",-51.2170332519853,-30.0779568030305,738,0,25,0
"1093","89a90128e13ffff",-51.2155753337445,-30.0420281693793,3650,0,513,1
"1094","89a90129d73ffff",-51.1906489453968,-30.0275055656798,754,0,392,0
"1095","89a90129597ffff",-51.1593648966559,-30.0814867219083,0,0,0,0
"1096","89a90128483ffff",-51.1995143957393,-30.096087635668,65,0,0,0
"1097","89a901291cfffff",-51.1462268741561,-30.057641214979,679,1,54,1
"1098","89a9012b237ffff",-51.1418384287767,-30.0996098958135,528,1,66,0
"1099","89a9012b1abffff",-51.1814325721769,-30.1004004617509,0,0,0,0
"1100","89a90128477ffff",-51.1959779834675,-30.0839144477307,188,0,75,0
"1101","89a9012950fffff",-51.1528518510052,-30.0709448283902,954,0,1,1
"1102","89a90129b23ffff",-51.1772894922983,-29.9981041408629,0,0,0,0
"1103","89a90129e2fffff",-51.1571273090584,-30.026191669847,0,0,9,0
"1104","89a90129e8fffff",-51.1545980242115,-30.0388967195429,873,0,94,0
"1105","89a901298c3ffff",-51.1663923247984,-30.0295689999606,177,0,298,0
"1106","89a90129b77ffff",-51.1712253704178,-29.9986220565919,0,0,24,0
"1107","89a90129b17ffff",-51.1745373370656,-30.0052823651778,464,1,443,0
"1108","89a9012984fffff",-51.1629682911695,-30.0201426219436,811,0,95,0
"1109","89a90129ea3ffff",-51.1605513182933,-30.0356136798041,351,0,31,0
"1110","89a9012805bffff",-51.183288930426,-30.0711315290538,3168,0,11,0
"1111","89a9012910fffff",-51.1520687427001,-30.0515971853218,1177,0,23,2
"1112","89a90128423ffff",-51.202041975491,-30.0833953834232,291,0,0,0
"1113","89a9012813bffff",-51.2191116670195,-30.0542099294561,1213,1,2401,0
"1114","89a90129537ffff",-51.1618939952495,-30.0687906864122,850,0,10,0
"1115","89a90129867ffff",-51.1718971341365,-30.0152218978907,1926,0,108,0
"1116","89a90128083ffff",-51.1987297863826,-30.0767493960936,645,0,150,1
"1117","89a90128ec7ffff",-51.2125999357279,-30.0436664501813,1059,1,238,3
"1118","89a9012ae2fffff",-51.2443727107132,-30.0770063734367,31,0,30,1
"1119","89a9012ae97ffff",-51.2450465277259,-30.0935830381337,614,0,55,0
"1120","89a90129eb3ffff",-51.1606630655866,-30.0383795655964,277,0,26,0
"1121","89a901285b3ffff",-51.2262963401611,-30.0813253572335,1444,2,76,0
"1122","89a9012b14fffff",-51.1661016230531,-30.0975464482522,4,0,0,0
"1123","89a9012806bffff",-51.1890174115818,-30.0623245353442,1194,0,181,0
"1124","89a90129e43ffff",-51.1422436402788,-30.0343938726781,211,0,2,1
"1125","89a9012a10bffff",-51.2363450790884,-30.1040267131077,1080,0,388,0
"1126","89a901291dbffff",-51.1433618059035,-30.0620438205165,1236,0,4,0
"1127","89a9012ae47ffff",-51.2324718627887,-30.083570694977,235,1,141,1
"1128","89a901288cfffff",-51.2303400579271,-30.031056396122,1854,0,4795,1
"1129","89a90129aa3ffff",-51.1597679751122,-30.0162524449651,465,0,352,1
"1130","89a90128a4fffff",-51.2054155771328,-30.0165320482117,768,0,530,0
"1131","89a9012a207ffff",-51.1999624728881,-30.1071373860299,30,0,6,0
"1132","89a9012a133ffff",-51.2453831926968,-30.1018668414472,606,1,85,0
"1133","89a90129a8bffff",-51.150838437287,-30.021172347829,493,0,203,0
"1134","89a90128157ffff",-51.2101849238283,-30.0591293166862,709,0,35,0
"1135","89a90128eabffff",-51.2215261393159,-30.0387423810758,1443,0,646,0
"1136","89a90129803ffff",-51.172232939331,-30.0235195452951,299,0,140,0
"1137","89a90128a63ffff",-51.2113664996396,-30.0132467103559,88,0,627,0
"1138","89a901280cbffff",-51.1864893361377,-30.0750165818384,962,0,2,0
"1139","89a9012b113ffff",-51.1754796639104,-30.1036799100999,0,0,0,0
"1140","89a9012846bffff",-51.1898016318139,-30.0816673940297,93,0,1,0
"1141","89a9012a383ffff",-51.2211304103445,-30.1039449093209,366,0,24,0
"1142","89a90129dd3ffff",-51.1881213059446,-30.0402067314911,1360,0,150,0
"1143","89a9012b163ffff",-51.1720551252755,-30.0942674211041,272,0,23,0
"1144","89a90129187ffff",-51.1584696824986,-30.0593732746452,276,1,194,1
"1145","89a9012a127ffff",-51.2482461740315,-30.0974665649735,393,0,70,0
"1146","89a9012b2a3ffff",-51.1420620156257,-30.1051371338133,651,0,0,0
"1147","89a90129193ffff",-51.1556047834767,-30.06377614445,893,0,70,0
"1148","89a9012820fffff",-51.1736882273364,-30.0594668601622,0,0,0,0
"1149","89a90128a13ffff",-51.2147906501371,-30.0226718262382,278,0,223,0
"1150","89a901298c7ffff",-51.1693683852767,-30.0279272466031,407,0,512,0
"1151","89a90129bd3ffff",-51.1657207206482,-30.0129691644353,790,0,379,0
"1152","89a9012956fffff",-51.1495394644957,-30.0642930671641,453,0,96,0
"1153","89a90129ea7ffff",-51.1635276557994,-30.0339720590371,680,1,144,0
"1154","89a9012b1c7ffff",-51.1725027416125,-30.1053217896326,218,0,0,0
"1155","89a9012838fffff",-51.1978333278436,-30.054636226456,649,0,602,0
"1156","89a90129c47ffff",-51.166839964263,-30.0406280111658,620,0,590,0
"1157","89a9012860fffff",-51.1744717186924,-30.0788143402019,576,0,4,0
"1158","89a9012a16bffff",-51.2330328237342,-30.0973816211756,1839,1,82,0
"1159","89a90129a2fffff",-51.1563440585862,-30.0068258727097,769,0,35,0
"1160","89a90129c8bffff",-51.1732403801626,-30.048407906402,970,0,74,0
"1161","89a90128c4bffff",-51.2248382621424,-30.0453968563669,1743,0,324,0
"1162","89a90128553ffff",-51.2079937617521,-30.0801147295276,652,1,355,0
"1163","89a9012800bffff",-51.1923294484004,-30.0689752977854,501,1,27,0
"1164","89a90128023ffff",-51.2012573047974,-30.0640526106437,1191,0,65,0
"1165","89a90128ac7ffff",-51.2118151670281,-30.0243100924057,825,1,2802,0
"1166","89a9012b1afffff",-51.1844088827706,-30.0987628925362,172,0,0,0
"1167","89a90129c2fffff",-51.1787449125962,-30.0340650713933,460,0,1424,0
"1168","89a9012853bffff",-51.2198968013374,-30.0735526129777,1389,0,5,0
"1169","89a90129933ffff",-51.1990163307262,-30.0087491676991,226,0,840,0
"1170","89a9012984bffff",-51.1599917082362,-30.0217842328095,1137,0,40,0
"1171","89a901283b7ffff",-51.2068726763491,-30.0524789969986,1518,1,135,0
"1172","89a90128cc7ffff",-51.2342127033406,-30.0515306991577,0,0,0,0
"1173","89a90e9269bffff",-51.192616789043,-30.0009659642711,269,0,311,0
"1174","89a9012858fffff",-51.2202332567554,-30.0818455384024,846,0,517,0
"1175","89a90128e4bffff",-51.2032246425219,-30.0375310541163,1831,0,426,0
"1176","89a90129b73ffff",-51.1682492410329,-30.0002638570015,0,0,370,0
"1177","89a9012833bffff",-51.1974972245225,-30.0463432026545,842,0,638,0
"1178","89a90128223ffff",-51.1796408255366,-30.0561874782898,1010,0,43,0
"1179","89a901281b7ffff",-51.2284865815779,-30.0603396575226,601,0,2940,1
"1180","89a90e924c3ffff",-51.2080550606746,-30.0065918558764,12,0,978,0
"1181","89a90129ca7ffff",-51.1851451910494,-30.0418489062336,1738,0,646,0
"1182","89a90129e2bffff",-51.1541504490367,-30.0278331480736,867,0,0,0
"1183","89a9012ae2bffff",-51.2413977220891,-30.0786452983924,773,1,199,0
"1184","89a90129dbbffff",-51.200024790718,-30.033641871731,1135,0,570,0
"1185","89a90129e47ffff",-51.1452205691602,-30.0327526645115,628,1,49,0
"1186","89a901285b7ffff",-51.2292719842801,-30.0796867724229,852,0,19,0
"1187","89a9012b167ffff",-51.1750317326908,-30.0926300624542,1093,0,29,1
"1188","89a90129863ffff",-51.1689208458398,-30.0168637108121,358,0,266,0
"1189","89a9012991bffff",-51.1900890906759,-30.0136717287742,1944,0,139,0
"1190","89a90e926c3ffff",-51.1864411215435,-29.9987141959403,3,0,0,0
"1191","89a9012a36bffff",-51.2114179604014,-30.0895262942969,425,0,98,1
"1192","89a90128c67ffff",-51.2367389607952,-30.0388332024193,0,0,51,0
"1193","89a90128a4bffff",-51.2024401304291,-30.0181746160609,1061,1,1003,1
"1194","89a9012a203ffff",-51.1969864949818,-30.1087753050003,130,0,0,0
"1195","89a90129533ffff",-51.1589172404808,-30.0704322646417,302,0,0,0
"1196","89a90129c2bffff",-51.1757688249179,-30.035707035428,676,0,1180,0
"1197","89a90128427ffff",-51.2050180846393,-30.0817573459968,709,0,7,0
"1198","89a90129aa7ffff",-51.1627443969967,-30.014610838377,2328,0,101,0
"1199","89a9012a1cfffff",-51.2334817166033,-30.1084312413501,595,0,11,0
"1200","89a9012818fffff",-51.2194479709367,-30.062498369719,1120,0,1,0
"1201","89a90e93497ffff",-51.1562321466729,-30.0040599698053,841,2,98,0
"1202","89a901288cbffff",-51.2273645833873,-30.0326950118031,4730,1,1952,0
"1203","89a9012880bffff",-51.2332029674924,-30.0266473804471,2,0,0,0
"1204","89a9012ae43ffff",-51.2294964803809,-30.0852093510291,1556,2,100,0
"1205","89a90129807ffff",-51.175209046796,-30.0218776589894,461,0,114,0
"1206","89a90129b5bffff",-51.1593205805809,-30.0051843416235,1066,0,101,0
"1207","89a9012a10fffff",-51.239320260096,-30.1023879054372,1100,0,21,0
"1208","89a90129d77ffff",-51.193624865747,-30.0258632646416,1318,0,206,0
"1209","89a9012b14bffff",-51.163125052304,-30.0991881163201,4,0,0,0
"1210","89a90128627ffff",-51.1834010221073,-30.0738928661044,1073,0,22,0
"1211","89a90129dd7ffff",-51.1910973224508,-30.0385644894307,1216,0,184,0
"1212","89a90128a67ffff",-51.2143419851377,-30.0116084526272,0,0,0,0
"1213","89a90128353ffff",-51.1855930305358,-30.0529078269612,2457,1,101,0
"1214","89a90128d7bffff",-51.2516134957233,-30.0306203539667,266,0,0,0
"1215","89a9012a387ffff",-51.2241061564693,-30.1023019321286,302,0,84,1
"1216","89a90129bbbffff",-51.1776253650321,-30.0064063072428,637,1,566,0
"1217","89a9012aa43ffff",-51.2287109933625,-30.0658667664047,970,0,88,0
"1218","89a9012820bffff",-51.1707116225482,-30.0611087063513,38,1,36,0
"1219","89a9012840bffff",-51.1931137241896,-30.0883181150422,535,0,0,0
"1220","89a90128eafffff",-51.2245015666708,-30.0371038980757,2273,0,608,0
"1221","89a90129bd7ffff",-51.1686969460687,-30.0113274231536,500,0,895,0
"1222","89a90128153ffff",-51.207209260441,-30.0607719858761,1696,0,81,0
"1223","89a90129133ffff",-51.1581339228521,-30.0510801469581,432,0,2,0
"1224","89a9012ac43ffff",-51.251108891351,-30.0930617124121,0,0,19,0
"1225","89a90129a47ffff",-51.1444379542806,-30.0133868099116,1309,0,194,0
"1226","89a90128883ffff",-51.2396018072037,-30.0344240530371,3920,1,274,0
"1227","89a90166da7ffff",-51.1419083466478,-30.0260961560035,795,0,60,0
